title,date_published,news_outlet,authors,text
The Progressives Who Flunked the Hamas Test,2023-10-13,TheAtlantic,['Helen Lewis'],"Updated at 8:15 ET a.m. on October 13, 2023The terror attackon Israel by Hamas has been a divisive—if clarifying—moment for the left. The test that it presented was simple: Can you condemn the slaughter of civilians, in massacres that now appear to have been calculatedly sadistic and outrageous, without equivocation or whataboutism? Can you lay down, for a moment, your legitimate criticisms of Benjamin Netanyahu’s government, West Bank settlements, and the conditions in Gaza, and express horror at the mass murder of civilians?In corners of academia and social-justice activism where the identity of the oppressor and the oppressed are never in doubt, many people failed that test. In response to a fellow progressive who argued that targeting civilians is always wrong, the Yale professor Zareena Grewalreplied: “Settlers are not civilians. This is not hard.” (She has since locked her X account.) Chicago’s Black Lives Matter chapter posted a picture of a paraglider, referencing the gunmen who descended on civilians at a music festival near the Gaza border from the air. (The chapter said in astatementthat “we aren’t proud” of the post, which was later deleted.) Harvard student groups posted a letter stating that its signatories “hold the Israeli regime entirely responsible for all unfolding violence.” (Several of the named groups have sincewithdrawntheir endorsement.)"
The Books Briefing: One Small Step That Opened a Lifetime of Wonder,2019-07-19,TheAtlantic,['Myles Poydras'],"This week marks the 50th anniversary of the Apollo 11 moon landing, which revealed a new visual perspective of humans’ home planet, set in the deep suspension of a newly documented outer space. The fiction writer Don DeLillo incorporated that image into a short story, in which one character aboard an orbiting space station becomes transfixed by the look of Earth at a distance. The astronaut Chris Hadfield took thousands of photographs during his own, real-life orbit, which he published in a book for people who may never get to enjoy the same view.Even before space travel became a reality,the imaginative looks at the galaxy inFrancis Godwin’s and Margaret Cavendish’s 17th-century science fiction may have helped to inspire deeper exploration into the unknown. A novel by the security theorists Peter Singer and August Cole describes, in thrilling detail, how a war in space could play out. And Lorrie Moore’s short stories capture the oddity of human nature by imagining people as aliens."
MAGA Is the Mullet of Politics,2023-02-24,TheAtlantic,['David A. Graham'],"After a train derailed in East Palestine, Ohio, on February 3, national attention was slow to turn to the crash. That has now changed decisively. In the past 10 days, EPA Administrator Michael Regan, former President Donald Trump, and Secretary of Transportation Pete Buttigieg have all visited the town. A lively national political debate has also emerged, but it’s one that, like the burning rail cars, has produced a lot of heat, but not a great deal of light.The disaster has become a proxy battle where existing political divides are playing out—and where the failings of both of the contemporary parties are on clear display. The Democratic Party struggles to respond effectively to a crisis with empathy rather than technocratic policy lectures. The Trump-era Republican Party, meanwhile, says all the right things and advocates for all the wrong ones.The conversation on the right is especially revealing. Some factions of conservative media have accused the mainstream press and Democratic establishment of ignoring the story, though in fact Fox News wasjust as late as its competitors. Nonetheless, Trump and other MAGA-minded Republicans, like Ohio’s newly elected senator, J. D. Vance, have embraced East Palestine as an example of how the Democratic Party has abandoned white working-class areas of the industrial Midwest. Tucker Carlson has gone further,arguingthat the response has been slow because the town is conservative and largely white."
A Collection of Narratives on the Israel-Hamas War,2023-10-19,TheAtlantic,['Conor Friedersdorf'],"Welcome to Up for Debate. Each week, Conor Friedersdorf rounds up timely conversations and solicits reader responses to one thought-provoking question. Later, he publishes some thoughtful replies.Sign up for the newsletter here.Many observers are characterizing the recent attack on Israel as that country’s 9/11. On reflection, what did you learn from the September 11, 2001, terrorist attacks and America’s responses to them?Send your responses toconor@theatlantic.comor simply reply to this email.Israel, Palestine, Hamas, Gaza, and related subjects are far too complex to tackle comprehensively here. So I have tried, this week, to present a range of narratives about Hamas’s attacks and how Israel is responding, if only to underscore how differently the conflict is understood by different people."
Culinary Feminism and Banksy Goes to Bethlehem: The Week in Global-Affairs Writing,2017-03-10,TheAtlantic,['Anna Diamond'],"Things Only Seem to ChangeLinda Kinstler |Mary Review“When Ukraine greeted the Euromaidan Revolution in November 2013, memories of the 2004 Orange Revolution, a protest against political corruption that ultimately had little impact on government integrity, still lingered in the public imagination. The country had grown perilously accustomed to the absence of change and deeply skeptical of those who dared to promise to bring it about. Almost three years, two governments, and a small army of foreign correspondents have come and gone since then, but the sentiment remains.”The Underground Railroad for RefugeesJake Halpern |The New Yorker“In the fall of 2014, two Afghan police officers, Mohammed Naweed Samimi and Mohammed Yasin Ataye, travelled to America on temporary visas. For five weeks, along with other law-enforcement officers from Afghanistan, they attended lectures on intelligence-gathering techniques at a Drug Enforcement Administration facility in Virginia. One Saturday, the trainees took buses into Washington, D.C., for a day of sightseeing. That evening, they all returned to the buses—except for Samimi and Ataye."
This Will Be a Pyrrhic Victory for Hamas,2023-10-07,TheAtlantic,['Natan Sachs'],"In the hours following Hamas’s large-scale surprise attack on Israel early this morning, Israelis on social media quickly dubbed the day a “second Yom Kippur”—referring to the surprise attack on Israel by Egypt and Syria in 1973—or an “Israeli 9/11.” Not since the 1947–49 Arab-Israeli War had Palestinian or Arab forces captured Israeli villages.Hamas executed a stunning military surprise, breaching the Israeli border in multiple ways and attacking more than 20 Israeli population centers, as well as military bases. Militants kidnapped dozens of Israelis—apparently including children and the elderly—and captured military personnel. Israeli social media and news outlets filled with calls for help from families in southern Israeli towns occupied by Hamas, sheltering in their homes as armed terrorists went door-to-door. The failure of Israel’s intelligence and preparedness is second only to that in 1973.But this Hamas victory might prove Pyrrhic. In fact, Hamas itself might have been surprised by the extent of its initial success. The trauma in Israel today should give pause to those thinking that Israel will simply acquiesce to a short tit for tat. As bad as things have been in Gaza in the past two decades—and they have been terrible—the coming weeks could prove even worse.Israel will now likely go to great lengths to hunt down those involved. The Israel Defense Forces have already begun bombarding the Gaza Strip. Once they finish clearing Israeli towns of Hamas militants, they will turn their focus in earnest toward Gaza."
When the British Got Jerusalem for Christmas,2017-12-12,TheAtlantic,['Abdallah Fayyad'],
There’s a Word for Blaming Jews for Anti-Semitism,2023-09-06,TheAtlantic,['Yair Rosenberg'],"For most people, Labor Day weekend was a time for rest and relaxation with friends and family. But for Elon Musk and countless users on Twitter, it was an opportunity to denounce a Jewish organization as the source of their sorrows.Over the past several days, hundreds of thousands of posts on X, the site formerly known as Twitter, have assailed the Anti-Defamation League, the premier Jewish civil-rights organization, under the hashtag #BanTheADL. Ostensibly, the campaign is a response to the ADL’s persistent public pressure on Twitter to remove bigotry from its platform, on the grounds that the organization’s activism is censorious and causing advertisers to abandon the site. But in practice, as even a cursory glance at #BanTheADL’smanybigotedboostersreveals, the viral vilification is not about anything the ADL has done; it’s about whom the grouprepresents.Like any organization, the ADL is not above reproach. I’vewritten criticallyabout some of its well-meaning but misguided social-media-moderationefforts, and am to the group’s left on questions of anti-Zionism and anti-Semitism. On the right, politically conservative Jews have long taken issue with the ADL’s more progressive stances. But none of this is what is driving the current consternation on Twitter."
‘America First’ Enters Its Most Combustible Moment,2020-08-29,TheAtlantic,['William J. Burns'],"The months before and after a presidential election are particularly fragile for foreign policy. Each of the five presidents I served understood, as did his team, the weight of this time. Politics and legacy were always front of mind. They were all also conscious of the ways they could help pave an easier path for their successors. They all ultimately put country over party. That won’t be the case with Donald Trump. If the next 150 days turn out to be Trump’s final days in office, he could still wreak a lot of havoc on American foreign policy.As a young National Security Council staffer, I sat in the Oval Office in December 1988 as Ronald Reagan—the fireplace crackling behind him—authorized the first-ever U.S. dialogue with the Palestine Liberation Organization. He saw it, at least in part, as a way to spare his successor, then–Vice President George H. W. Bush, from spending precious political capital early in his administration on an essential, if controversial, step toward Middle East peacemaking.At the end of the George H. W. Bush administration, in January 1993, as the head of the State Department’s policy-planning staff, I wrote a long transitionmemorandumfor incoming Secretary of State Warren Christopher. That memo was not appreciably different from a draft I had written six months earlier, prematurely titled “A Foreign Policy for the Second Bush Term.” The point of the exercise was less the title, or even the content, than the commitment to a responsible transition and the national interest."
‘The Whole Country Has PTSD’,2023-10-27,TheAtlantic,['Gal Beckerman'],"Thewarbetween Israel and Hamas has progressed at such speed, with body counts mounting by the hour, that it can feel like the chasm of human grief it is leaving behind has gotten relatively little attention. In Israel, the society I know better, every individual seems to be connected to someone who was murdered or has been kidnapped. In Gaza, death surely feels inescapable. I have been worried about this reverberation of pain almost from the moment I learned what Hamas had done—that a grief this overwhelming will harden people such that generations will have to pass before any political resolution feels remotely possible.“The whole country has PTSD,” was the first thing the Israeli writer Etgar Keret texted me a week after the attack. I realized that he was the person I most wanted to speak with. Keret has long beenan impish figureon the Israeli literary scene, writing very short, absurdist stories for three decades, contemporary fairy tales that are allegorical and often gut-punching. What Keret hasn’t tried to do is be thevoice of Israel. Unlike a generation of writers before him who were comfortable with this role—famously, Amos Oz, David Grossman, and A. B. Yehoshua—Keret is more concerned with how humans survive being human. Possibly, this is why his stories have had such universal appeal, regularly featured onThis American Life."
The Shadow of Jihadi John,2016-01-20,TheAtlantic,['Simon Cottee'],"On Tuesday, inissue 13of its online magazineDabiq, ISIS confirmed the death of Mohammed Emwazi (a.k.a “Jihad John”), the group’s notorious British-accented, ninja-suited, knife-wielding executioner in HD—andposter boyof the jihadist jet set. This isn’t exactly news: Emwazi’s death was widely reported last November, after the Pentagonannouncedthat it had targeted him in an air strike in Raqqa, Syria on November 12. “It’s still a little early, but we are reasonably certain we killed the target that we intended to kill, which is Jihadi John,”saidColonel Steve Warren.In a section of the magazine titled, “The Best Shuhadā [martys]” Emwazi, who is referred to as Abū Muhārib al-Muhājir, is eulogized as an “honorable brother.” His exploits on the battlefield, his resourcefulness in escaping the attentions of the “much-overrated MI5 British intelligence agency” and making it toShām(Syria), his generosity (apparently, after receiving asabiyyah, or sex slave, as a gift, “he did not hesitate to give her away—likewise as a gift—to an unmarried injured brother”), his fierce piety (it’s reported that on one occasion, back in “the lands of Kufr,” he nearly decked a “pro-Saudi Salafi” scholar who had spoken ill of the sisters in Palestine), and his “harshness towards the kuffar [non-believers]” are all fulsomely praised."
The Costly Success of Israel’s Iron Dome,2021-05-24,TheAtlantic,['Anshel Pfeffer'],"In the 12 days that preceded Thursday’s announcement of a cease-fire, the Palestinian militant groups Hamas and Islamic Jihad launched4,369rocketsof various sizes and ranges from Gaza toward Israel. According to Israel’s military, nearly two-thirds of these missed their target, hitting fields and other open areas, or malfunctioning and falling short. That still leaves about 1,500 rockets that headed for built-up areas. Remarkably, this barrage resulted in only a dozen deaths: More than 90 percent of the rockets were intercepted by Israel’s missile-defense system, Iron Dome.If you’ve been watching coverage of the latest round of fighting in Gaza and Israel, you won’t have escaped the Iron Dome pyrotechnic display, astonishing especially at night as the rockets arching northward from Gaza are picked out of the sky in a litany of mid-air explosions. When it was first established more than a decade ago, Iron Dome had its skeptics, both in Israel and abroad, but over time, they—and the world—have seen it work. Literally."
Russia Is Not the First to Blame Jews for Their Own Holocaust,2022-05-05,TheAtlantic,[],
Why a Gaza Cease-Fire Is Unrealistic,2023-11-08,TheAtlantic,['Daniel Kurtzer'],"Humanitarian pause or cease-fire: These two proposals for arresting the fighting in the Israel-Hamas war have gained traction in recent days. President Joe Biden continues to support Israel’s campaign against Hamas butfavors a pause, so as to make time for more Palestinians to move out of harm’s way and for more food, water, fuel, and medical supplies to enter into Gaza. Others, both in the United States and abroad, argue for a cease-fire, saying that enough is enough with Israel’s bombing campaign and ground operations.The approaches sound similar in name but are in fact very different. Both convey the cessation of hostilities. But a humanitarian pause is temporary, with the specific purpose of improving the humanitarian situation—in this case, to allow aid into Gaza; provide time for Palestinians to move south, away from Gaza City; and enable foreign citizens and those in need of special medical care to exit Gaza via the Rafah crossing into Egypt. A cease-fire can also be temporary but is usually meant to last for a more extended time, to encourage the start of peace talks or other arrangements that deal with an underlying conflict. Much more than a pause, a cease-fire cements the situation on the ground until it is violated.Israel and Hamas have asymmetric goals in this war. Israel has said that it intends to destroy Hamas, but that objective is beyond reach. Hamas is an extreme religious resistance movement, not a defined army or an organization with identifiable members. But Israel’s stated goal signals its intention to decapitate Hamas’s leadership, demolish as much of its infrastructure as possible, blow up its arms depots and tunnels, and degrade its military capacities. To this end, Israel is planning for an extended military campaign that will prevent Hamas from reconstituting itself to engage in future terrorism against Israel."
Israel’s Version of the Latinx Question,2021-12-14,TheAtlantic,[],
Don’t Equate Anti-Zionism With Anti-Semitism,2023-11-03,TheAtlantic,['Adam Serwer'],"On October 7, the Islamist militant group Hamas, which governs the Gaza Strip, killed morethan 1,400 people in Israel. Israel responded with military operations that havekilled several times that numberof Palestinians in Gaza, a territorydescribed by Human Rights Watchas an “open-air prison” as a result of an Israeli and Egyptian blockade. In both cases, most of the casualties are civilians. The conflict has reverberated into other areas of the world, including the United States, where anti-Semitic and anti-Muslim incidents haveincludedthe killing of a 6-year-old Palestinian American boy. The bloodshed has revived the perennial debates about anti-Zionism and anti-Semitism.“Look, it’s clear that the hardened anti-Zionists from the far left are the photo inverse of the white supremacists from the far right,” Anti-Defamation League CEO Jonathan Greenblatttold CNN’s Dana Bashearlier this week. “There is no argument anymore that anti-Zionism is anti-Semitism, that is as plain as day. And to think that extremism only comes from one side of the spectrum is a joke.” Greenblatt’s sentiments wereechoedamong supporters of Israel, including in publications such asThe Wall Street JournalandThe Jerusalem Post, which editorialized that “to deny the Jewish people, and only the Jewish people, a right afforded to all nations—is to discriminate against Jews.”"
A Decade Under Erdogan’s Shadow,2023-05-26,TheAtlantic,['Suzy Hansen'],"The Magnum photographer Emin Özmen remembers the day in 1993 when radical Islamists set fire to the Madımak Hotel in his hometown of Sivas, Turkey, killing 37 people. Intellectuals and artists had gathered there for a festival honoring a 16th-century Alevi poet.Many of those who died were themselves Alevis, members of a Muslim sect that is a minority in Turkey. During the 1970s, right-wing Sunni groups often fought Alevi leftist groups in the streets. The violence eventually subsided, but tensions remained—the horror at Madımak, when Özmen was 8 years old, was the result. It made Özmen want to become a witness.On Sunday, May 14, Turkey’s first Alevi candidate for president, Kemal Kılıçdaroğlu, faced off against Turkey’s longtime autocrat, Recep Tayyip Erdoğan, a Sunni Muslim who rose to power in 2003, five years before Özmen became a working photojournalist. Over the course of Özmen’s career, he has watched and documented as Erdoğan has transformed Turkey from an aspiring democracy into a polarized autocracy with a failing economy.Those Turks who have suffered from repression, violence, and hunger these past 20 years believed Kılıçdaroğlu might have a chance at winning this week, despite the vociferous opposition to him from Turkey’s right-wing populace, which disdains him because he is an Alevi liberal and because he is not Recep Tayyip Erdoğan. But neither candidate gained the required 50 percent of the vote. The election will go to a runoff on May 28, and Erdoğan still has a chance—many Turks see it as a foregone conclusion—to prevail as president for another five years."
Muslim Americans Are United by Trump—and Divided by Race,2017-03-11,TheAtlantic,['Emma Green'],"When weary Muslims gathered in Toronto in December for an annual retreat, marking the end of a tumultuous U.S. election year, they probably didn’t expect the event to turn into a referendum on racial tensions within the American Muslim community. But it did.One session was led by Hamza Yusuf, a well respected white scholar who co-founded Zaytuna College, which claims to be America’s first Muslim liberal-arts college. At the end, he was asked whether Muslims should work with groups like Black Lives Matter. “The United States is probably, in terms of its laws, one of the least racist societies in the world,” he replied. “We have between 15,000 and 18,000 homicides per year. Fifty percent are black-on-black crime, literally. … There are twice as many whites that have been shot by police, but nobody ever shows those videos.”He went on. “It’s the assumption that the police are racist. It’s not always the case,” he said. “Any police now that shoots a black is immediately considered a racist.”The backlash on social media was swift and immense. “For black Muslims, hearing this from somebody we’ve all come to love and trust—it was a cold slap in the face,” said Ubaydullah Evans, the executive director of the American Learning Institute for Muslims, who is black. He said he saw Yusuf’s comments as a way of perpetuating myths about “black pathology” and blaming African Americans for violence. Yusuf’s statements were indeed somewhat misleading: While a greater number of white people have been shot by the police compared to black people, that statistic doesn’t account for population size. When that adjustment is made,historical data showsthat black people are more likely to be shot by police than white people.Even though slightly less than one-third of American Muslims are black,accordingto Pew Research Center, American Muslims are most often represented in the media as Arab or South Asian immigrants. The distinction between the African-American Muslim experience and that of their immigrant co-religionists has long been a source of racial tension in the Muslim community, but since the election, things have gotten both better and worse. While some Muslims seem to be paying more attention to racism because of Donald Trump, others fear that any sign of internal division is dangerous for Muslims in a time of increased hostility.While the Toronto conference was upsetting, Evans said, he doesn’t think it’s representative of the biggest racial problems in the American Muslim community. White racism toward black people is “not the kind of racism that circumscribes my life as an American Muslim,” he told me. “It’s the social racism I experience from people of Arab descent, of Southeast Asian descent. This is the racism no one is talking about.”"
The Israeli-Saudi Deal Had Better Be a Good One,2023-08-10,TheAtlantic,['Andrew Exum'],"Over the past several weeks, Israeli and American officials have teased a possibledealto normalize relations between Israel and Saudi Arabia. Such an agreement has the potential to be a diplomatic triumph: Successive U.S. administrations, going back decades and from both parties, have considered the security of both Israel and the Arabian Peninsula to be vital interests that Americans would fight and die for if necessary. A deal that advances both objectives by normalizing relations between Israel and Saudi Arabia would be—shouldbe—greeted with much fanfare and near-universal approval in Washington.Precisely because they will come under pressure to celebrate any deal that’s announced, however, U.S. policy makers need to be clear about what is and is not a “win.” Congress in particular should be prepared to ask hard questions about any deal. A deal that commits the United States to an undiminished or even a growing presence in the region, whether in the form of troop numbers or policy attention, is a bad deal. So is one that rests on any Saudi motive other than a genuine desire to normalize relations with Israel."
Top 25 News Photos of 2023,2023-12-04,TheAtlantic,['Alan Taylor'],"Updated at 10:30 AM ET on December 7, 2023As the end of the year approaches, here is a look back at some of the major news events and moments of 2023. Hamas militants launched a surprise attack in southern Israel, followed by thousands of Israeli air strikes in Gaza; a suspected Chinese surveillance balloon was shot down over the U.S.; extreme weather events affected people around the world; a devastating earthquake struck parts of Turkey and Syria; and much more. Here, we present the top 25 news photos of 2023.A Palestinian man mourns as civil-defense teams and residents search for people trapped under the debris of a demolished building following Israeli air strikes that hit the Al-Shati refugee camp, in Gaza City, Gaza, on October 24, 2023. In early October, Israel declared war on Hamas following the surprise attacks by Hamas militants on October 7 that left 1,200 people dead in Israel and more than 200 taken hostage. In the weeks since, more than 15,000 Palestinians have been killed in the subsequent hostilities, according to the Ministry of Health in Gaza, and more than 1 million have been displaced.A man talks on his phone as he looks through the haze at the George Washington Bridge from Fort Lee, New Jersey, on June 7, 2023. Intense Canadian wildfires blanketed the northeastern U.S. in a dystopian smog, turning the air acrid and the sky yellowish-gray, and prompting warnings for vulnerable populations to stay inside.Sam Bankman-Fried, a co-founder of FTX Cryptocurrency Derivatives Exchange, departs from court in New York City on February 16, 2023. In November, a federal court jury found Bankman-Fried guilty on seven charges of conspiracy and fraud. He is scheduled to be sentenced in March, and could face more than 100 years in prison.Miguel Angel and Aurelio Perez Montiel sit on horseback with an American flag at the Festival Monarca, which was held for the first time since the coronavirus pandemic, on September 24, 2023, in Perris, California. The festival celebrates Mexican Independence Day and the Day of the Mexican Cowboy and Cowgirl while honoring the local immigrant community.Tara Davis-Woodhall, of Team USA, celebrates after competing in the women's long-jump final during the World Athletics Championships at the National Athletics Center in Budapest, Hungary, on August 20, 2023. Davis-Woodhall won second place.Representative Justin Jones reenters the house chamber following his reinstatement, days after the Republican-majority Tennessee House of Representatives voted to expel him and another Democratic member, Representative Justin Pearson, for their roles in a gun-control demonstration on the statehouse floor, at the Tennessee State Capitol in Nashville, Tennessee, on April 10, 2023.Many collapsed buildings are seen on February 6, 2023, in Hatay, Turkey, following an earthquake. On February 6, a magnitude-7.8 earthquake struck southern Turkey and northwestern Syria, collapsing thousands of buildings and killing nearly 60,000 people.Mesut Hançer holds the hand of his 15-year-old daughter, Irmak, who died in the earthquake in Kahramanmaraş, Turkey, close to the quake's epicenter, the day after a 7.8-magnitude earthquake struck the country's southeast, on February 7, 2023.“Sphere” lights up for the first time in celebration of Independence Day on July 4, 2023, in Las Vegas, Nevada. The 366-foot-tall, 516-foot-wide venue features an Exosphere with a 580,000-square-foot display, the largest LED screen in the world, and opened to the public in September.A U.S. Air Force U-2 pilot takes a selfie while looking down at the suspected Chinese surveillance balloon as it floats over the central continental United States on February 3, 2023, in this photo released by the U.S. Air Force on February 22, 2023. The balloon was shot down by the Air Force off the coast of South Carolina.On October 14, 2023, the moon passed in front of the sun, producing an annular solar eclipse. NASA’s EPIC (Earth Polychromatic Imaging Camera) imager aboard the orbiting DSCVR (Deep Space Climate Observatory) caught this view of the event, as the moon’s shadow crossed North America.A rider gallops with a lance during the traditional San Juan festival in the town of Ciutadella, on the island of Menorca, Spain, on June 24, 2023.A man takes a photo of dead people strewn across a road following an attack by Hamas gunmen from the Gaza Strip, in the Sderot area of southern Israel on October 7, 2023.A missile explodes in Gaza City during an Israeli air strike on October 8, 2023, the day Israel formally declared war on Hamas.Injured people gather in Al-Shifa Hospital as Israeli attacks continue in Gaza City on October 23, 2023. According to the Ministry of Health in Gaza, more than 6,000 children have been killed in Gaza since October 7.The Kibbutz Nir Oz resident Hadas Kalderon, whose children were taken hostage, and her mother and niece killed, breaks down in tears while looking through the burned-out home of her late mother, Rina Sutzkever, on October 30, 2023, in Kibbutz Nir Oz, Israel. In late November, Kalderon's children were released as part of a hostage-and-prisoner exchange that took place between Israel and Hamas, after they were held for nearly two months.Anti-war protesters raise their ""bloody"" hands behind U.S. Secretary of State Antony Blinken during a Senate Appropriations Committee hearing on President Biden's $106 billion national-security supplemental-funding request to support Israel and Ukraine, as well as bolster border security, on Capitol Hill in Washington, D.C., on October 31, 2023.A child in a school bus weeps while leaving the Covenant School following a mass shooting, in Nashville, Tennessee, on March 27, 2023. Seven people, including the shooter, were killed in the attack.A large inflatable mannequin depicts the Japanese artist Yayoi Kusama decorating the French luxury brand Louis Vuitton's flagship store on the Champs-Élysées avenue in Paris, France, on January 13, 2023.Javier Milei, the presidential candidate from the Liberty Advances coalition, talks to supporters during a campaign rally in Buenos Aires, Argentina, on October 18, 2023, ahead of the general elections set for October 22. Milei went on to win the election, and will be inaugurated on December 10.A Ukrainian soldier carries a drone close to the front line near Avdiivka, Donetsk region, Ukraine, on February 17, 2023. Russia's occupying forces spent months fortifying positions they had seized across eastern Ukraine, and were met with a Ukrainian counteroffensive that has been slow and grueling, and has resulted in minimal gains so far.Tetiana holds her pet dogs, Tsatsa and Chunya, in her home, which was flooded after the Kakhovka dam blew up overnight, in Kherson, Ukraine, on June 6, 2023. Ukraine accused Russian forces of blowing up the dam and hydroelectric power station, located in a part of southern Ukraine that Russia controls.The hall of the historic Waiola Church and nearby Lahaina Hongwanji Mission are engulfed in flames along Wainee Street on August 8, 2023, in Lahaina, Hawaii. Wind-driven wildfires burned across much of western Maui, destroying houses and killing approximately 100 people.Orange, yellow, and purple wildflowers paint the hills of the Tremblor Range at Carrizo Plain National Monument, near Santa Margarita, California, on April 25, 2023. After years of drought, heavy winter rains created an explosion of wildflowers known as a ""superbloom"" in Southern and Central California."
